SiteName,Easting,Northing
0,,
SQ10309,1394467.0,5049152.0
SQ10310,1380959.0,5056046.0
SQ10311,1389864.0,5051650.0
SQ10312,1389964.0,5053050.0
SQ10313,1397202.0,5047068.0
SQ10314,1388862.0,5055250.0
SQ10315,1377758.0,5057144.0
SQ10316,1377958.0,5056644.0
SQ10317,1378058.0,5057144.0
SQ10318,1399871.0,5044055.0
SQ10800,1399871.0,5044055.0
SQ10801,1367715.0,5097462.0
SQ10802,1367335.0,5097382.0
SQ10803,1368360.0,5096396.0
SQ10804,1366321.0,5090122.0
SQ10805,1365929.0,5090728.0
SQ10806,1398891.0,5102485.0
SQ10807,1382024.0,5084904.0
SQ10808,1392697.0,5083489.0
SQ10809,1410739.0,5086357.0
SQ10810,1411619.0,5085978.0
SQ10811,1414183.0,5078198.0
SQ10812,1414615.0,5074418.0
SQ10813,1415107.0,5071648.0
SQ10814,1415254.0,5068977.0
SQ10815,1415847.0,5072108.0
SQ10816,1414736.0,5063892.0
SQ10817,1413832.0,5062276.0
SQ10818,1412338.0,5058985.0
SQ10819,1407458.0,5050781.0
SQ10820,1409207.0,5052322.0
SQ10821,1409868.0,5051783.0
SQ10822,1403647.0,5048627.0
SQ10823,1355566.0,5073741.0
SQ10824,1352624.0,5072011.0
SQ10825,1353128.0,5077278.0
SQ10826,1353110.0,5077278.0
SQ10851,1365128.0,5086179.0
SQ10852,1358244.0,5084932.0
SQ10853,1360160.0,5081334.0
SQ10854,1359673.0,5077954.0
SQ10855,1359937.0,5076001.0
SQ10856,1359818.0,5074241.0
SQ10858,1400983.0,5041566.0
SQ10859,1412967.0,5024392.0
SQ10868,1397103.0,5124944.0
SQ10869,1355646.0,5093359.0
SQ10870,1370922.0,5102983.0
SQ10872,1368335.0,5098243.0
SQ10873,1372988.0,5092193.0
SQ10877,1363243.0,5074042.0
SQ10878,1362403.0,5073751.0
SQ10879,1363644.0,5073041.0
SQ11111,1570318.0,5180596.0
SQ12301,1460354.0,5082260.0
SQ20100,1504029.0,5121398.0
SQ20101,1502548.0,5127346.0
SQ20102,1501566.0,5133890.0
SQ20103,1500827.0,5133794.0
SQ20104,1498726.0,5137404.0
SQ20105,1497526.0,5139892.0
SQ20106,1498013.0,5143582.0
SQ20107,1495536.0,5141998.0
SQ20108,1502025.0,5139493.0
SQ20109,1499127.0,5137193.0
SQ20110,1498926.0,5137693.0
SQ20111,1462628.0,5164483.0
SQ20112,1481519.0,5170925.0
SQ20113,1504124.0,5141693.0
SQ20114,1462128.0,5165482.0
SQ20115,1462228.0,5165482.0
SQ20116,1511424.0,5136096.0
SQ20117,1470622.0,5158849.0
SQ20118,1455028.0,5167181.0
SQ20119,1500455.0,5133054.0
SQ20120,1497927.0,5134993.0
SQ20121,1492067.0,5166527.0
SQ20122,1503728.0,5123897.0
SQ20123,1501527.0,5133994.0
SQ20124,1501427.0,5133894.0
SQ20125,1466628.0,5162183.0
SQ20126,1503529.0,5122597.0
SQ20127,1442444.0,5169835.0
SQ20128,1444029.0,5170180.0
SQ20129,1443729.0,5169080.0
SQ20130,1446229.0,5168080.0
SQ20131,1448129.0,5166881.0
SQ20132,1451529.0,5168981.0
SQ20133,1454428.0,5175581.0
SQ20134,1452828.0,5173181.0
SQ20135,1481924.0,5183182.0
SQ20136,1471928.0,5159184.0
SQ20137,1473828.0,5158285.0
SQ20138,1475828.0,5156285.0
SQ20139,1460551.0,5082590.0
SQ20140,1459548.0,5088289.0
SQ20141,1459548.0,5088289.0
SQ20142,1499227.0,5136693.0
SQ20143,1497626.0,5139492.0
SQ20144,1497626.0,5139992.0
SQ20145,1446529.0,5168280.0
SQ20146,1446229.0,5168080.0
SQ20147,1446629.0,5167680.0
SQ20148,1447529.0,5167281.0
SQ20149,1522717.0,5154992.0
SQ20150,1490795.0,5119518.0
SQ20151,1486194.0,5127673.0
SQ20152,1481530.0,5135789.0
SQ20153,1473729.0,5147986.0
SQ20154,1454552.0,5080987.0
SQ20155,1454402.0,5081037.0
SQ20156,1459849.0,5085989.0
SQ20157,1459849.0,5085989.0
SQ20158,1453872.0,5044491.0
SQ20159,1453672.0,5044491.0
SQ20160,1499127.0,5137093.0
SQ20161,1426284.0,5029173.0
SQ20163,1451545.0,5098635.0
SQ20164,1437939.0,5116880.0
SQ20165,1438540.0,5114530.0
SQ20166,1459658.0,5125703.0
SQ20167,1455484.0,5132434.0
SQ20168,1496647.0,5135893.0
SQ20169,1452737.0,5022993.0
SQ20170,1441130.0,5159180.0
SQ20171,1441130.0,5159180.0
SQ20172,1441130.0,5159180.0
SQ20173,1441130.0,5159180.0
SQ20174,1441130.0,5159180.0
SQ20175,1480825.0,5106497.0
SQ20176,1471996.0,5121169.0
SQ20177,1463663.0,5129541.0
SQ20178,1460031.0,5148284.0
SQ20179,1441130.0,5159180.0
SQ20180,1452087.0,5023043.0
SQ20181,1467343.0,5098491.0
SQ20182,1467443.0,5099291.0
SQ20183,1423684.0,5030071.0
SQ20184,1441529.0,5170180.0
SQ20185,1443029.0,5169080.0
SQ20186,1423484.0,5030071.0
SQ20188,1447229.0,5166881.0
SQ20189,1456550.0,5085938.0
SQ20190,1457119.0,5086596.0
SQ20191,1456450.0,5085888.0
SQ20192,1456450.0,5085888.0
SQ20193,1458233.0,5137584.0
SQ20194,1477326.0,5169084.0
SQ20195,1461242.0,5103254.0
SQ20196,1460652.0,5107110.0
SQ20197,1459418.0,5108893.0
SQ20198,1460569.0,5109135.0
SQ20199,1464289.0,5099038.0
SQ20200,1469414.0,5102100.0
SQ20201,1464639.0,5112388.0
SQ20202,1461336.0,5121786.0
SQ20203,1454789.0,5134574.0
SQ20204,1472942.0,5099993.0
SQ20205,1472642.0,5099893.0
SQ20206,1463006.0,5100293.0
SQ20207,1427347.0,5126604.0
SQ20208,1429984.0,5133978.0
SQ20209,1451378.0,5036190.0
SQ20210,1450978.0,5036590.0
SQ20211,1451878.0,5036591.0
SQ20212,1399471.0,5044155.0
SQ20213,1440386.0,5025984.0
SQ20214,1379432.0,5114611.0
SQ20215,1378983.0,5113361.0
SQ20216,1378483.0,5111610.0
SQ20217,1371339.0,5090101.0
SQ20218,1373340.0,5088351.0
SQ20219,1370688.0,5090501.0
SQ20221,1452845.0,5098185.0
SQ20222,1452845.0,5098185.0
SQ20223,1452845.0,5098185.0
SQ20224,1452835.0,5098045.0
SQ20225,1466369.0,5096792.0
SQ20226,1463544.0,5097490.0
SQ20227,1452812.0,5098229.0
SQ20228,1451721.0,5098612.0
SQ20229,1443735.0,5104980.0
SQ20230,1439342.0,5106780.0
SQ20231,1428975.0,5114066.0
SQ20232,1426688.0,5115118.0
SQ20233,1427640.0,5114176.0
SQ20234,1452145.0,5098085.0
SQ20235,1435562.0,5107424.0
SQ20236,1468048.0,5095620.0
SQ20237,1412338.0,5115572.0
SQ20238,1452745.0,5098185.0
SQ20239,1412222.0,5115509.0
SQ20240,1412338.0,5115772.0
SQ20241,1465844.0,5096591.0
SQ20242,1465744.0,5096491.0
SQ20243,1461886.0,5097453.0
SQ20244,1452745.0,5098185.0
SQ20245,1470891.0,5103841.0
SQ20247,1470791.0,5103541.0
SQ20248,1463944.0,5098690.0
SQ20249,1463944.0,5098390.0
SQ20250,1462350.0,5098502.0
SQ20251,1464794.0,5097940.0
SQ20252,1461688.0,5099486.0
SQ20253,1463966.0,5098360.0
SQ20254,1464691.0,5098090.0
SQ20255,1456139.0,5116385.0
SQ20256,1456439.0,5115785.0
SQ20257,1455939.0,5116185.0
SQ20258,1449438.0,5119883.0
SQ20259,1449438.0,5119883.0
SQ20260,1413291.0,5105616.0
SQ20261,1456195.0,5097287.0
SQ20265,1461240.0,5083380.0
SQ20266,1461750.0,5083141.0
SQ20267,1461200.0,5084040.0
SQ20268,1431287.0,5125128.0
SQ20269,1481427.0,5155686.0
SQ20270,1489226.0,5150688.0
SQ20271,1470791.0,5103541.0
SQ20272,1460900.0,5083090.0
SQ20273,1461050.0,5083240.0
SQ20274,1446482.0,5045906.0
SQ20275,1458361.0,5105703.0
SQ20276,1443840.0,5112282.0
SQ20278,1461450.0,5083090.0
SQ20279,1455889.0,5116015.0
SQ20280,1400272.0,5042755.0
SQ20281,1458151.0,5082589.0
SQ20282,1458251.0,5082689.0
SQ20283,1458051.0,5082689.0
SQ20284,1478638.0,5110093.0
SQ20286,1455347.0,5092887.0
SQ20287,1451372.0,5045389.0
SQ20288,1369223.0,5150070.0
SQ20289,1459549.0,5086689.0
SQ20290,1459449.0,5086689.0
SQ20291,1450319.0,5067507.0
SQ20292,1482127.0,5156286.0
SQ20293,1459238.0,5116086.0
SQ20294,1459038.0,5116186.0
SQ20295,1458938.0,5116186.0
SQ20296,1460800.0,5084840.0
SQ20297,1465143.0,5099790.0
SQ20298,1465143.0,5099790.0
SQ20299,1464244.0,5098490.0
SQ20300,1464444.0,5098340.0
SQ20301,1464744.0,5098790.0
SQ20302,1464344.0,5098490.0
SQ20303,1464294.0,5098490.0
SQ20304,1464144.0,5098490.0
SQ20305,1464144.0,5098390.0
SQ20306,1466039.0,5112789.0
SQ20307,1462544.0,5099289.0
SQ20308,1464144.0,5098490.0
SQ20309,1463243.0,5101939.0
SQ20310,1463193.0,5102189.0
SQ20311,1464344.0,5098540.0
SQ20312,1440192.0,5057650.0
SQ20313,1441374.0,5060696.0
SQ20314,1440020.0,5065425.0
SQ20315,1461040.0,5111087.0
SQ20316,1461040.0,5111087.0
SQ20317,1461040.0,5111087.0
SQ20318,1461120.0,5112630.0
SQ20319,1461339.0,5112587.0
SQ20320,1460739.0,5113687.0
SQ20321,1460738.0,5115887.0
SQ20322,1439786.0,5067326.0
SQ20323,1460139.0,5113287.0
SQ20324,1460239.0,5113287.0
SQ20325,1461571.0,5103196.0
SQ20326,1462077.0,5106409.0
SQ20327,1460539.0,5112687.0
SQ20328,1459483.0,5117080.0
SQ20329,1462341.0,5106088.0
SQ20330,1460139.0,5113287.0
SQ20331,1461602.0,5103688.0
SQ20332,1452915.0,5126093.0
SQ20333,1461340.0,5110587.0
SQ20334,1461542.0,5103788.0
SQ20335,1461243.0,5102488.0
SQ20336,1461040.0,5111087.0
SQ20337,1459237.0,5119386.0
SQ20338,1462441.0,5107488.0
SQ20339,1462441.0,5106788.0
SQ20340,1462441.0,5106588.0
SQ20341,1462181.0,5106285.0
SQ20342,1461340.0,5110787.0
SQ20343,1461340.0,5110387.0
SQ20345,1462341.0,5108288.0
SQ20346,1461443.0,5101788.0
SQ20349,1435459.0,5067967.0
SQ20350,1449314.0,5099127.0
SQ20351,1438048.0,5092580.0
SQ20352,1429844.0,5102977.0
SQ20353,1450445.0,5097685.0
SQ20354,1450445.0,5097685.0
SQ20355,1484331.0,5131691.0
SQ20356,1487832.0,5125793.0
SQ20357,1452472.0,5044540.0
SQ20358,1452552.0,5044590.0
SQ20359,1452372.0,5044640.0
SQ20360,1462244.0,5098689.0
SQ20361,1395234.0,5120667.0
SQ20362,1394636.0,5112666.0
SQ20363,1452422.0,5044540.0
SQ20364,1452422.0,5044590.0
SQ20365,1429616.0,5131088.0
SQ20366,1468344.0,5095792.0
SQ20367,1461400.0,5083290.0
SQ20368,1460970.0,5083150.0
SQ20373,1490731.0,5127193.0
SQ20374,1491431.0,5125994.0
SQ20375,1438173.0,5117192.0
SQ20376,1466690.0,5107290.0
SQ20377,1466890.0,5107040.0
SQ20378,1466940.0,5107040.0
SQ20379,1466890.0,5107040.0
SQ20380,1466890.0,5107040.0
SQ20381,1468092.0,5100891.0
SQ20382,1501925.0,5139193.0
SQ20383,1392432.0,5124567.0
SQ20384,1444424.0,5049706.0
SQ20385,1446178.0,5051029.0
SQ20387,1451970.0,5047789.0
SQ20388,1493525.0,5149389.0
SQ20389,1493926.0,5148589.0
SQ20390,1492526.0,5149889.0
SQ20391,1492626.0,5149889.0
SQ20392,1493025.0,5149789.0
SQ20393,1492026.0,5149889.0
SQ20394,1483226.0,5155686.0
SQ20395,1483926.0,5155087.0
SQ20396,1484126.0,5154887.0
SQ20397,1485426.0,5153687.0
SQ20398,1486526.0,5152688.0
SQ20399,1488126.0,5151788.0
SQ20400,1461252.0,5079691.0
SQ20401,1460089.0,5080226.0
SQ20402,1459552.0,5080690.0
SQ20403,1458852.0,5081089.0
SQ20404,1458532.0,5081262.0
SQ20405,1458652.0,5081389.0
SQ20406,1461852.0,5080491.0
SQ20407,1461852.0,5080491.0
SQ20408,1457301.0,5082889.0
SQ20409,1458251.0,5082789.0
SQ20410,1458151.0,5082689.0
SQ20411,1458451.0,5082589.0
SQ20412,1461432.0,5080261.0
SQ20413,1456101.0,5083488.0
SQ20414,1456201.0,5083488.0
SQ20415,1462052.0,5080391.0
SQ20416,1482227.0,5156086.0
SQ20417,1485226.0,5153987.0
SQ20418,1486326.0,5152987.0
SQ20419,1461501.0,5081391.0
SQ20420,1461551.0,5081391.0
SQ20421,1461551.0,5081241.0
SQ20422,1461501.0,5081541.0
SQ20423,1461451.0,5081891.0
SQ20424,1468142.0,5101341.0
SQ20425,1459054.0,5075290.0
SQ20426,1468492.0,5102091.0
SQ20427,1486026.0,5153287.0
SQ20428,1487126.0,5152288.0
SQ20429,1458791.0,5107887.0
SQ20430,1458741.0,5107887.0
SQ20431,1458741.0,5107787.0
SQ20432,1458741.0,5107487.0
SQ20433,1458040.0,5109786.0
SQ20434,1467945.0,5095292.0
SQ20435,1468544.0,5095792.0
SQ20436,1504829.0,5121798.0
SQ20437,1504529.0,5121698.0
SQ20438,1482027.0,5156386.0
SQ20439,1482127.0,5156286.0
SQ20440,1488326.0,5151388.0
SQ20441,1494026.0,5143491.0
SQ20442,1494026.0,5143491.0
SQ20443,1494426.0,5143191.0
SQ20444,1495126.0,5142291.0
SQ20445,1496026.0,5141491.0
SQ20446,1497626.0,5140192.0
SQ20447,1497526.0,5139892.0
SQ20448,1497927.0,5138492.0
SQ20449,1498027.0,5137893.0
SQ20450,1456265.0,5071934.0
SQ20451,1448154.0,5078685.0
SQ20452,1445353.0,5080683.0
SQ20453,1457957.0,5070790.0
SQ20454,1444035.0,5082032.0
SQ20455,1442702.0,5082232.0
SQ20456,1442902.0,5081832.0
SQ20457,1443302.0,5082382.0
SQ20458,1443652.0,5082582.0
SQ20459,1494726.0,5142891.0
SQ20460,1498627.0,5137493.0
SQ20461,1451811.0,5075413.0
SQ20462,1454950.0,5085487.0
SQ20463,1454950.0,5085487.0
SQ20464,1490326.0,5149229.0
SQ20465,1491466.0,5147939.0
SQ20466,1492576.0,5145690.0
SQ20467,1450878.0,5036590.0
SQ20468,1451428.0,5036740.0
SQ20469,1461549.0,5086190.0
SQ20470,1482127.0,5155986.0
SQ20471,1481487.0,5157307.0
SQ20472,1481433.0,5157289.0
SQ20473,1497626.0,5139892.0
SQ20474,1497776.0,5139042.0
SQ20475,1455360.0,5065889.0
SQ20476,1438959.0,5069780.0
SQ20477,1498127.0,5138092.0
SQ20478,1498627.0,5137693.0
SQ20479,1498727.0,5137593.0
SQ20480,1497927.0,5138292.0
SQ20481,1480127.0,5155386.0
SQ20482,1479027.0,5155186.0
SQ20483,1477027.0,5155286.0
SQ20484,1475328.0,5155285.0
SQ20485,1481527.0,5155886.0
SQ20486,1482027.0,5156386.0
SQ20487,1458238.0,5117786.0
SQ20488,1458338.0,5117786.0
SQ20489,1458438.0,5117786.0
SQ20490,1460500.0,5085440.0
SQ20491,1460499.0,5085490.0
SQ20492,1460449.0,5085540.0
SQ20493,1460549.0,5085440.0
SQ20494,1460449.0,5085540.0
SQ20495,1460699.0,5085440.0
SQ20497,1451528.0,5172781.0
SQ20498,1497426.0,5139892.0
SQ20500,1448064.0,5058286.0
SQ20501,1452765.0,5056789.0
SQ20502,1452965.0,5056689.0
SQ20503,1481416.0,5157836.0
SQ20504,1481486.0,5157756.0
SQ20505,1440386.0,5025984.0
SQ20507,1485087.0,5109815.0
SQ20508,1489426.0,5153388.0
SQ20509,1489834.0,5116709.0
SQ20510,1488934.0,5116095.0
SQ20512,1479338.0,5108693.0
SQ20513,1479338.0,5108494.0
SQ20514,1363233.0,5096350.0
SQ20515,1363233.0,5096350.0
SQ20516,1363233.0,5096350.0
SQ20517,1367437.0,5091600.0
SQ20518,1367447.0,5091800.0
SQ20521,1481794.0,5182702.0
SQ20522,1497827.0,5138292.0
SQ20523,1404907.0,5037558.0
SQ20524,1404977.0,5037498.0
SQ20525,1453368.0,5051090.0
SQ20526,1443177.0,5053597.0
SQ20527,1489482.0,5123064.0
SQ20528,1489542.0,5122984.0
SQ20529,1489622.0,5122854.0
SQ20530,1439911.0,5052729.0
SQ20531,1439113.0,5048268.0
SQ20532,1465403.0,5099920.0
SQ20533,1464853.0,5100080.0
SQ20534,1440619.0,5062104.0
SQ20535,1444343.0,5080793.0
SQ20536,1440782.0,5082031.0
SQ20537,1438861.0,5084640.0
SQ20538,1434926.0,5040629.0
SQ20539,1430746.0,5126348.0
SQ20540,1468751.0,5105321.0
SQ20541,1470547.0,5103727.0
SQ20542,1470141.0,5103021.0
SQ20543,1470701.0,5102502.0
SQ20544,1472809.0,5100097.0
SQ20545,1472777.0,5101718.0
SQ20546,1472041.0,5102392.0
SQ20547,1473401.0,5102003.0
SQ20548,1474251.0,5102463.0
SQ20549,1470912.0,5103832.0
SQ20550,1446673.0,5043586.0
SQ20551,1445674.0,5043186.0
SQ20552,1446573.0,5043686.0
SQ20553,1457438.0,5117086.0
SQ20554,1457438.0,5117086.0
SQ20556,1461872.0,5080421.0
SQ20557,1461612.0,5080381.0
SQ20558,1473642.0,5101093.0
SQ20559,1470741.0,5103591.0
SQ20560,1509774.0,5135246.0
SQ20561,1510174.0,5134596.0
SQ20562,1510674.0,5135046.0
SQ20563,1507625.0,5136795.0
SQ20564,1448084.0,5043187.0
SQ20565,1427261.0,5110886.0
SQ20566,1429921.0,5110997.0
SQ20567,1429811.0,5110877.0
SQ20568,1429011.0,5110687.0
SQ20569,1426830.0,5112556.0
SQ20570,1421259.0,5115474.0
SQ20571,1424009.0,5115205.0
SQ20572,1405583.0,5029757.0
SQ20573,1405682.0,5031157.0
SQ20574,1406081.0,5031358.0
SQ20575,1454231.0,5039948.0
SQ20576,1449877.0,5037989.0
SQ20577,1439903.0,5037218.0
SQ20578,1455374.0,5040792.0
SQ20579,1461350.0,5083090.0
SQ20580,1461300.0,5083090.0
SQ20583,1460970.0,5083100.0
SQ20587,1474627.0,5161984.0
SQ20588,1477727.0,5160585.0
SQ20589,1425559.0,5115636.0
SQ20590,1424599.0,5116606.0
SQ20591,1423029.0,5117205.0
SQ20593,1501677.0,5130445.0
SQ20594,1442894.0,5103051.0
SQ20595,1442894.0,5103051.0
SQ20596,1470841.0,5104091.0
SQ20597,1470841.0,5104091.0
SQ20598,1506025.0,5138664.0
SQ20599,1429003.0,5125326.0
SQ20600,1454659.0,5049811.0
SQ20601,1453125.0,5048432.0
SQ20602,1453971.0,5045791.0
SQ20603,1454367.0,5052490.0
SQ20604,1428804.0,5128411.0
SQ20605,1438446.0,5037833.0
SQ20606,1445633.0,5080454.0
SQ20607,1367186.0,5064767.0
SQ20609,1470441.0,5103291.0
SQ20610,1470241.0,5103091.0
SQ20611,1470141.0,5102991.0
SQ20612,1470241.0,5102991.0
SQ20613,1470541.0,5102592.0
SQ20614,1471642.0,5101692.0
SQ20615,1472242.0,5101092.0
SQ20616,1472742.0,5100893.0
SQ20617,1470342.0,5102291.0
SQ20618,1470342.0,5101892.0
SQ20619,1371334.0,5103455.0
SQ20623,1458650.0,5083889.0
SQ20624,1460350.0,5084490.0
SQ20625,1460649.0,5085590.0
SQ20626,1460750.0,5084890.0
SQ20627,1460350.0,5083990.0
SQ20628,1464047.0,5090291.0
SQ20629,1464048.0,5087591.0
SQ20630,1465146.0,5091691.0
SQ20631,1461349.0,5086740.0
SQ20632,1467645.0,5094592.0
SQ20633,1460650.0,5084890.0
SQ20634,1460550.0,5084790.0
SQ20635,1460350.0,5084890.0
SQ20636,1462589.0,5111388.0
SQ20637,1462290.0,5110588.0
SQ20638,1461350.0,5083090.0
SQ20639,1461141.0,5083000.0
SQ20640,1461330.0,5083740.0
SQ20641,1460600.0,5084940.0
SQ20642,1460500.0,5084940.0
SQ20643,1460450.0,5084890.0
SQ20644,1460200.0,5084940.0
SQ20645,1460400.0,5084940.0
SQ20647,1458556.0,5071940.0
SQ20648,1458156.0,5071190.0
SQ20649,1457807.0,5070490.0
SQ20650,1461651.0,5081091.0
SQ20651,1459455.0,5073591.0
SQ20652,1457757.0,5070490.0
SQ20653,1461903.0,5080928.0
SQ20654,1459855.0,5074491.0
SQ20655,1456958.0,5068790.0
SQ20656,1459756.0,5070791.0
SQ20657,1459455.0,5073591.0
SQ20658,1458906.0,5072640.0
SQ20659,1459355.0,5073441.0
SQ20660,1473442.0,5100893.0
SQ20661,1473642.0,5101093.0
SQ20662,1473342.0,5100593.0
SQ20663,1473342.0,5100993.0
SQ20664,1470741.0,5103591.0
SQ20665,1471241.0,5103192.0
SQ20666,1470841.0,5103491.0
SQ20667,1473142.0,5100993.0
SQ20668,1472142.0,5101142.0
SQ20669,1472192.0,5100142.0
SQ20675,1470441.0,5102991.0
SQ20676,1471842.0,5101592.0
SQ20677,1472192.0,5101042.0
SQ20678,1472642.0,5101392.0
SQ20679,1471491.0,5102892.0
SQ20680,1472791.0,5101692.0
SQ20681,1473441.0,5101993.0
SQ20682,1473841.0,5102193.0
SQ20683,1473041.0,5101893.0
SQ20684,1470741.0,5102592.0
SQ20685,1471442.0,5101992.0
SQ20686,1471142.0,5102192.0
SQ20687,1472842.0,5100893.0
SQ20688,1473042.0,5101093.0
SQ20689,1473442.0,5101093.0
SQ20690,1470341.0,5103991.0
SQ20691,1470641.0,5103491.0
SQ20692,1472542.0,5100793.0
SQ20693,1470741.0,5102592.0
SQ20694,1472342.0,5101192.0
SQ20695,1472192.0,5101042.0
SQ20696,1472442.0,5101292.0
SQ20697,1472442.0,5101292.0
SQ20698,1470942.0,5102192.0
SQ20699,1470691.0,5102492.0
SQ20700,1422549.0,5089673.0
SQ20701,1472942.0,5100393.0
SQ20702,1476040.0,5104093.0
SQ20703,1475290.0,5103943.0
SQ20704,1472550.0,5105142.0
SQ20705,1473740.0,5106242.0
SQ20706,1475040.0,5105543.0
SQ20707,1473220.0,5104782.0
SQ20708,1474240.0,5104393.0
SQ20709,1470741.0,5102442.0
SQ20710,1471292.0,5101942.0
SQ20711,1471342.0,5101892.0
SQ20712,1472642.0,5100793.0
SQ20725,1448658.0,5121784.0
SQ20726,1458798.0,5107545.0
SQ20727,1456739.0,5113586.0
SQ20728,1461243.0,5102088.0
SQ20729,1445638.0,5120982.0
SQ20730,1445238.0,5121082.0
SQ20731,1444938.0,5121082.0
SQ20732,1444538.0,5121182.0
SQ20733,1444138.0,5121481.0
SQ20748,1461150.0,5083490.0
SQ20749,1460900.0,5083140.0
SQ20750,1460638.0,5083769.0
SQ20751,1461250.0,5084690.0
SQ20752,1461066.0,5083766.0
SQ20753,1461040.0,5083090.0
SQ20754,1461950.0,5083691.0
SQ20755,1461853.0,5078391.0
SQ20756,1461952.0,5078791.0
SQ20757,1461452.0,5078991.0
SQ20758,1460800.0,5084840.0
SQ20759,1460847.0,5085200.0
SQ20760,1460899.0,5085390.0
SQ20761,1641681.0,5292939.0
SQ20762,1641581.0,5292639.0
SQ20763,1641481.0,5292539.0
SQ20764,1643581.0,5296287.0
SQ20765,1655977.0,5303133.0
SQ20769,1395531.0,5131869.0
SQ20770,1395130.0,5135270.0
SQ20771,1395031.0,5133970.0
SQ20772,1395130.0,5135770.0
SQ20773,1395431.0,5135270.0
SQ20774,1395023.0,5128347.0
SQ20775,1397834.0,5123469.0
SQ20776,1398834.0,5124069.0
SQ20777,1396034.0,5122768.0
SQ20778,1378233.0,5111060.0
SQ20779,1370934.0,5103155.0
SQ20780,1396031.0,5131570.0
SQ20781,1397832.0,5132270.0
SQ20782,1396130.0,5139271.0
SQ20783,1398934.0,5124869.0
SQ20784,1398034.0,5123369.0
SQ20785,1379394.0,5090144.0
SQ20786,1378443.0,5085553.0
SQ20787,1378343.0,5085353.0
SQ20788,1376522.0,5085652.0
SQ20789,1376945.0,5080251.0
SQ20790,1377445.0,5079851.0
SQ20791,1377748.0,5073849.0
SQ20792,1365969.0,5065980.0
SQ20793,1367750.0,5064541.0
SQ20794,1368494.0,5063513.0
SQ20797,1377355.0,5061745.0
SQ20798,1380245.0,5081152.0
SQ20799,1395531.0,5131869.0
SQ20801,1376238.0,5060739.0
SQ20804,1383418.0,5057215.0
SQ20805,1385955.0,5057612.0
SQ20806,1395681.0,5131870.0
SQ20825,1369837.0,5093952.0
SQ20826,1364285.0,5093549.0
SQ20827,1368037.0,5092000.0
SQ20828,1350929.0,5094595.0
SQ20850,1367222.0,5152370.0
SQ20875,1359744.0,5070278.0
SQ20879,1378058.0,5057444.0
SQ20880,1400372.0,5043055.0
SQ20881,1360347.0,5071561.0
SQ20882,1359754.0,5070478.0
SQ20883,1359684.0,5070418.0
SQ20884,1390865.0,5050851.0
SQ20885,1395568.0,5048153.0
SQ20890,1378058.0,5057444.0
SQ20891,1378058.0,5057444.0
SQ20896,1461451.0,5082290.0
SQ20900,1345023.0,5104547.0
SQ20901,1347929.0,5091842.0
SQ20902,1346126.0,5097544.0
SQ20903,1348128.0,5093943.0
SQ20904,1346226.0,5097144.0
SQ20905,1347928.0,5093843.0
SQ20906,1497526.0,5141492.0
SQ20907,1494525.0,5148190.0
SQ20908,1490626.0,5151288.0
SQ20909,1486726.0,5156787.0
SQ20910,1493026.0,5144790.0
SQ20911,1491926.0,5147189.0
SQ20912,1491425.0,5151888.0
SQ20913,1498727.0,5137393.0
SQ20914,1500627.0,5134794.0
SQ20925,1348729.0,5092143.0
SQ20926,1348629.0,5092743.0
SQ20927,1348529.0,5092343.0
SQ20928,1348610.0,5092819.0
SQ20929,1348629.0,5092843.0
SQ20996,1461050.0,5083090.0
SQ21000,1348529.0,5092793.0
SQ21001,1346427.0,5094843.0
SQ21002,1460047.0,5090389.0
SQ21003,1461240.0,5083380.0
SQ21004,1461240.0,5083380.0
SQ21005,1461250.0,5083240.0
SQ21006,1461250.0,5083240.0
SQ21007,1461250.0,5083240.0
SQ21008,1461740.0,5083720.0
SQ21009,1462340.0,5084071.0
SQ21010,1460780.0,5084100.0
SQ21011,1461560.0,5083280.0
SQ21036,1439315.0,5054449.0
SQ21037,1468032.0,5100931.0
SQ21038,1468072.0,5100961.0
SQ21039,1467261.0,5106040.0
SQ21040,1465070.0,5107899.0
SQ21041,1465951.0,5106769.0
SQ21042,1464140.0,5108179.0
SQ21043,1463681.0,5105089.0
SQ21044,1467794.0,5104359.0
SQ21045,1466299.0,5102862.0
SQ21046,1466203.0,5102777.0
SQ21047,1471158.0,5100213.0
SQ21048,1467104.0,5098001.0
SQ21049,1467257.0,5097462.0
SQ21050,1464642.0,5103589.0
SQ21051,1464642.0,5103589.0
SQ21052,1466144.0,5098191.0
SQ21053,1465944.0,5098390.0
SQ21054,1446944.0,5100483.0
SQ21055,1428446.0,5126847.0
SQ21056,1476140.0,5104093.0
SQ21057,1475590.0,5103873.0
SQ21058,1467731.0,5106310.0
SQ21059,1460549.0,5087689.0
SQ21060,1455946.0,5094687.0
SQ21061,1461348.0,5089890.0
SQ21062,1481924.0,5182982.0
SQ21063,1369032.0,5106356.0
SQ21064,1431377.0,5124968.0
SQ21065,1431009.0,5125826.0
SQ21066,1430746.0,5126348.0
SQ21067,1430746.0,5126348.0
SQ21068,1430746.0,5126348.0
SQ21069,1430746.0,5126348.0
SQ21070,1430746.0,5126348.0
SQ21071,1430746.0,5126348.0
SQ21072,1431397.0,5124978.0
SQ21073,1430777.0,5126035.0
SQ21074,1481961.0,5182796.0
