SiteName,Easting,Northing
0,,
L37/1074,1530576.0,5143166.0
L37/1076,1527961.0,5136559.0
L37/1090,1503285.0,5139103.0
L37/1091,1502816.0,5137714.0
L37/1094,1512044.0,5135706.0
L37/1103,1513259.0,5129553.0
L37/1104,1509946.0,5132216.0
L37/1105,1507618.0,5131358.0
L37/1123,1510260.0,5141665.0
L37/1136,1503008.0,5137568.0
L37/1138,1501095.0,5138262.0
L37/1139,1500954.0,5138351.0
L37/1154,1501996.0,5137943.0
L37/1172,1510383.0,5126894.0
L37/1175,1502697.0,5129436.0
L37/1176,1502606.0,5134088.0
L37/1181,1523764.0,5146087.0
L37/1182,1528942.0,5138463.0
L37/1187,1500728.0,5132086.0
L37/1193,1502636.0,5136538.0
L37/1197,1507721.0,5139447.0
L37/1202,1503077.0,5138661.0
L37/1206,1502194.0,5138965.0
L37/1237,1516261.0,5140524.0
L37/1239,1521352.0,5144851.0
L37/1290,1501886.0,5138775.0
L37/1291,1502794.0,5139492.0
L37/1292,1503042.0,5140105.0
L37/1293,1501355.0,5137204.0
L37/1294,1502877.0,5137606.0
L37/1295,1502681.0,5137927.0
L37/1296,1503089.0,5137844.0
L37/1297,1509286.0,5127118.0
L37/1298,1502925.0,5139149.0
L37/1299,1503695.0,5135929.0
L37/1300,1502827.0,5139598.0
L37/1301,1507657.0,5138876.0
L37/1302,1501824.0,5138984.0
L37/1303,1501938.0,5138924.0
L37/1304,1502444.0,5138660.0
L37/1305,1500150.0,5136605.0
L37/1306,1503281.0,5137826.0
L37/1307,1503096.0,5133049.0
L37/1308,1501237.0,5137140.0
L37/1309,1501291.0,5137121.0
L37/1310,1502986.0,5140066.0
L37/1311,1527950.0,5145054.0
L37/1312,1502365.0,5138489.0
L37/1313,1505758.0,5130325.0
L37/1314,1501694.0,5135029.0
L37/1315,1501884.0,5139896.0
L37/1316,1503288.0,5138705.0
L37/1317,1503206.0,5138708.0
L37/1318,1503172.0,5138811.0
L37/1319,1502957.0,5139425.0
L37/1320,1503159.0,5137709.0
L37/1321,1503404.0,5137695.0
L37/1322,1526323.0,5135480.0
L37/1323,1522519.0,5140613.0
L37/1324,1502209.0,5134561.0
L37/1325,1501546.0,5135505.0
L37/1326,1502165.0,5139973.0
L37/1327,1500352.0,5136961.0
L37/1328,1501901.0,5139989.0
L37/1329,1501851.0,5139989.0
L37/1330,1502913.0,5139137.0
L37/1331,1503124.0,5133217.0
L37/1332,1503271.0,5138776.0
L37/1333,1503300.0,5139880.0
L37/1334,1501689.0,5138795.0
L37/1335,1502636.0,5140204.0
L37/1336,1502469.0,5138762.0
L37/1337,1501468.0,5138727.0
L37/1338,1503139.0,5139195.0
L37/1339,1510686.0,5126968.0
L37/1340,1501561.0,5136943.0
L37/1344,1502155.0,5134594.0
L37/1345,1502181.0,5138134.0
L37/1346,1503330.0,5137550.0
L37/1347,1502247.0,5138543.0
L37/1348,1501190.0,5137183.0
L37/1349,1502164.0,5139657.0
L37/1350,1502774.0,5139965.0
L37/1351,1502720.0,5139416.0
L37/1352,1503757.0,5133341.0
L37/1353,1501849.0,5138436.0
L37/1354,1502364.0,5138289.0
L37/1356,1500448.0,5128501.0
L37/1361,1504411.0,5136683.0
L37/1368,1501683.0,5139560.0
L37/1389,1509694.0,5145362.0
L37/1414,1502260.0,5139130.0
L37/1415,1501934.0,5139028.0
L37/1421,1507818.0,5142511.0
L37/1435,1504791.0,5134461.0
L37/1438,1502016.0,5138198.0
L37/1453,1502356.0,5138784.0
L37/1556,1510275.0,5132326.0
L37/1558,1507132.0,5144511.0
L37/1566,1529529.0,5137003.0
L37/1578,1529070.0,5138286.0
L37/1600,1505529.0,5132367.0
L37/1617,1507138.0,5140811.0
L37/1713,1520668.0,5131692.0
L37/1751,1502577.0,5130129.0
M32/0006,1579823.0,5289888.0
M33/0005,1565369.0,5248727.0
M33/0057,1568274.0,5257078.0
M33/0059,1571291.0,5245364.0
M33/0082,1573455.0,5251178.0
M33/0164,1565504.0,5251821.0
M33/0194,1569928.0,5253187.0
M33/0199,1577380.0,5253375.0
M33/0203,1573631.0,5252964.0
M33/0214,1567962.0,5256129.0
M33/0215,1569927.0,5253411.0
M33/0226,1569891.0,5244045.0
M33/0229,1571877.0,5245164.0
M33/0243,1572285.0,5249349.0
M33/0246,1573201.0,5248074.0
M33/0254,1566252.0,5259385.0
M33/0259,1578463.0,5265239.0
M33/0264,1576093.0,5263982.0
M33/0270,1578354.0,5252468.0
M33/0275,1567733.0,5255886.0
M33/0280,1572318.0,5256831.0
M33/0284,1571226.0,5245290.0
M33/0296,1575591.0,5242695.0
M33/0311,1575103.0,5252726.0
M33/0327,1572249.0,5253178.0
M33/0354,1573446.0,5251286.0
M33/0382,1578795.0,5263972.0
M33/0419,1566254.0,5259382.0
M34/0009,1576513.0,5221483.0
M34/0074,1578209.0,5225368.0
M34/0077,1576288.0,5226141.0
M34/0094,1574542.0,5225016.0
M34/0095,1577102.0,5226085.0
M34/0105,1579896.0,5215574.0
M34/0108,1566401.0,5212476.0
M34/0120,1575647.0,5211727.0
M34/0151,1570680.0,5211426.0
M34/0154,1579363.0,5217279.0
M34/0155,1575345.0,5214532.0
M34/0165,1576225.0,5213156.0
M34/0166,1577857.0,5213775.0
M34/0169,1576856.0,5215398.0
M34/0192,1576123.0,5209551.0
M34/0201,1574298.0,5209877.0
M34/0203,1576638.0,5210939.0
M34/0211,1563702.0,5209177.0
M34/0212,1567684.0,5210305.0
M34/0223,1570447.0,5208554.0
M34/0230,1576270.0,5209839.0
M34/0232,1561745.0,5209387.0
M34/0243,1570224.0,5208943.0
M34/0247,1576427.0,5209729.0
M34/0250,1569849.0,5208618.0
M34/0252,1563002.0,5209377.0
M34/0270,1558803.0,5216075.0
M34/0272,1557616.0,5215997.0
M34/0301,1546044.0,5209426.0
M34/0304,1545838.0,5209117.0
M34/0311,1574929.0,5228190.0
M34/0312,1571199.0,5209177.0
M34/0313,1571199.0,5209077.0
M34/0317,1579353.0,5234461.0
M34/0320,1578971.0,5219170.0
M34/0329,1569270.0,5208467.0
M34/0334,1571799.0,5209037.0
M34/0339,1569360.0,5208487.0
M34/0340,1576859.0,5217080.0
M34/0353,1574838.0,5228828.0
M34/0364,1574999.0,5233068.0
M34/0418,1564811.0,5208597.0
M34/0442,1552844.0,5211914.0
M34/0444,1579092.0,5217635.0
M34/0461,1572088.0,5212787.0
M34/0466,1572912.0,5211525.0
M34/0497,1578006.0,5220625.0
M34/0526,1559293.0,5215455.0
M34/0530,1576392.0,5210604.0
M34/0534,1579175.0,5230998.0
M34/0559,1577838.0,5213752.0
M34/0560,1579896.0,5220872.0
M34/0568,1573098.0,5209857.0
M34/0571,1559529.0,5212077.0
M34/0578,1575116.0,5226146.0
M34/0580,1576449.0,5210730.0
M34/0581,1578197.0,5226130.0
M34/0583,1569739.0,5208987.0
M34/0584,1570169.0,5209107.0
M34/0585,1570211.0,5209610.0
M34/0614,1574648.0,5225764.0
M34/0617,1571799.0,5210634.0
M34/0620,1569745.0,5209002.0
M34/0621,1569847.0,5208686.0
M34/0622,1570233.0,5209491.0
M34/0628,1569245.0,5210471.0
M34/0629,1576168.0,5209847.0
M34/0631,1568680.0,5209027.0
M34/0632,1568712.0,5208830.0
M34/0639,1569794.0,5208959.0
M34/0640,1569907.0,5209017.0
M34/0647,1578891.0,5219361.0
M34/0654,1579080.0,5218934.0
M34/0656,1557673.0,5212792.0
M34/0659,1576648.0,5226011.0
M34/0661,1576758.0,5225661.0
M34/0662,1576661.0,5225660.0
M34/0663,1576318.0,5225721.0
M34/0666,1576378.0,5226131.0
M34/0667,1576608.0,5226181.0
M34/0668,1569704.0,5209837.0
M34/0670,1578004.0,5226231.0
M34/0672,1578547.0,5225511.0
M34/0676,1576161.0,5214566.0
M34/0677,1576689.0,5227797.0
M34/0678,1578032.0,5228238.0
M34/0680,1577563.0,5226175.0
M34/0684,1576638.0,5231269.0
M34/0686,1576188.0,5230539.0
M34/0687,1576208.0,5230399.0
M34/0688,1576234.0,5230074.0
M34/0689,1576271.0,5229879.0
M34/0690,1576233.0,5229653.0
M34/0692,1576418.0,5230619.0
M34/0695,1576828.0,5211159.0
M34/0703,1572954.0,5209839.0
M34/0704,1576618.0,5225841.0
M34/0707,1576348.0,5231229.0
M34/0722,1579175.0,5233922.0
M34/0725,1579831.0,5215839.0
M34/0732,1566672.0,5208476.0
M34/0734,1570238.0,5208900.0
M34/0740,1579981.0,5231052.0
M34/0751,1576090.0,5224652.0
M34/0753,1576015.0,5231262.0
M34/0754,1575578.0,5231358.0
M34/0758,1577455.0,5224640.0
M34/0765,1576530.0,5230171.0
M34/0772,1578922.0,5227333.0
M34/0773,1575580.0,5228718.0
M34/0780,1542839.0,5208784.0
M34/0781,1573027.0,5230747.0
M34/0785,1578071.0,5230989.0
M34/0791,1578264.0,5229954.0
M34/0798,1579788.0,5215394.0
M34/5518,1550952.0,5211268.0
M34/5519,1577087.0,5225811.0
M34/5537,1574299.0,5231185.0
M34/5540,1574815.0,5231738.0
M34/5555,1576339.0,5209619.0
M34/5556,1576079.0,5211240.0
M34/5557,1550195.0,5213075.0
M34/5558,1575074.0,5210551.0
M34/5559,1577367.0,5212385.0
M34/5561,1577136.0,5212567.0
M34/5563,1579116.0,5216554.0
M34/5564,1579946.0,5218043.0
M34/5565,1574318.0,5212326.0
M34/5566,1577177.0,5212645.0
M34/5573,1569581.0,5231013.0
M34/5574,1575440.0,5232558.0
M34/5575,1577667.0,5220162.0
M34/5591,1576309.0,5213082.0
M34/5595,1571552.0,5227763.0
M34/5604,1576757.0,5216584.0
M34/5608,1578716.0,5230776.0
M34/5609,1575348.0,5219343.0
M34/5611,1578139.0,5217932.0
M34/5614,1574948.0,5212507.0
M34/5615,1553631.0,5215029.0
M34/5617,1574465.0,5211503.0
M34/5624,1578385.0,5230034.0
M34/5627,1573782.0,5209939.0
M34/5639,1574908.0,5227660.0
M34/5640,1575552.0,5209153.0
M34/5642,1578417.0,5227728.0
M34/5644,1575530.0,5221741.0
M34/5648,1575050.0,5230143.0
M34/5682,1573169.0,5210292.0
M34/5689,1579121.0,5221159.0
M34/5697,1555754.0,5210947.0
M34/5707,1577088.0,5226281.0
M34/5718,1579487.0,5231798.0
M34/5818,1576862.0,5223495.0
M34/5843,1577935.0,5215914.0
M34/5864,1579330.0,5217089.0
M34/5865,1571673.0,5227847.0
M34/5875,1555810.0,5211929.0
M34/5876,1575582.0,5209155.0
M34/5877,1571872.0,5230570.0
M34/5878,1579487.0,5231818.0
M35/0013,1544508.0,5201480.0
M35/0019,1545608.0,5201780.0
M35/0020,1545807.0,5202180.0
M35/0021,1545508.0,5202979.0
M35/0022,1543008.0,5205079.0
M35/0028,1543662.0,5202229.0
M35/0029,1540157.0,5199756.0
M35/0031,1549306.0,5206478.0
M35/0042,1549706.0,5200880.0
M35/0047,1542001.0,5201224.0
M35/0050,1540275.0,5200823.0
M35/0055,1549813.0,5199723.0
M35/0061,1544220.0,5199177.0
M35/0063,1541222.0,5204028.0
M35/0065,1542869.0,5203519.0
M35/0066,1543408.0,5206478.0
M35/0067,1544860.0,5204886.0
M35/0069,1543887.0,5202455.0
M35/0070,1548607.0,5199880.0
M35/0073,1546232.0,5201722.0
M35/0074,1545344.0,5201915.0
M35/0075,1544708.0,5202280.0
M35/0076,1549906.0,5199481.0
M35/0077,1549506.0,5199980.0
M35/0078,1549806.0,5199181.0
M35/0079,1548207.0,5203179.0
M35/0080,1548107.0,5203379.0
M35/0081,1542908.0,5204779.0
M35/0082,1548507.0,5206678.0
M35/0085,1551106.0,5202080.0
M35/0095,1556104.0,5200280.0
M35/0096,1555864.0,5200510.0
M35/0101,1557204.0,5205878.0
M35/0102,1557504.0,5205978.0
M35/0108,1550506.0,5206478.0
M35/0110,1550006.0,5199780.0
M35/0111,1551106.0,5198381.0
M35/0112,1550006.0,5201380.0
M35/0116,1553280.0,5203264.0
M35/0119,1555504.0,5202479.0
M35/0121,1550925.0,5199381.0
M35/0125,1559091.0,5205643.0
M35/0132,1555684.0,5199400.0
M35/0147,1553105.0,5198881.0
M35/0149,1560362.0,5200200.0
M35/0153,1556504.0,5201380.0
M35/0156,1559505.0,5202315.0
M35/0164,1553805.0,5200880.0
M35/0165,1560103.0,5201280.0
M35/0169,1554313.0,5202283.0
M35/0170,1552105.0,5202979.0
M35/0171,1557204.0,5204379.0
M35/0172,1541661.0,5194833.0
M35/0174,1541552.0,5194923.0
M35/0177,1545907.0,5198081.0
M35/0180,1548207.0,5197481.0
M35/0181,1542013.0,5196715.0
M35/0182,1549795.0,5197603.0
M35/0183,1548766.0,5196714.0
M35/0184,1547755.0,5196119.0
M35/0185,1545308.0,5197081.0
M35/0186,1554015.0,5195253.0
M35/0187,1558203.0,5193982.0
M35/0195,1556014.0,5192053.0
M35/0197,1559703.0,5192383.0
M35/0203,1557404.0,5193782.0
M35/0207,1558003.0,5197221.0
M35/0209,1555126.0,5195819.0
M35/0210,1559517.0,5195793.0
M35/0212,1559303.0,5193982.0
M35/0213,1555604.0,5194382.0
M35/0214,1556104.0,5198881.0
M35/0215,1559503.0,5196312.0
M35/0216,1566480.0,5206108.0
M35/0217,1566498.0,5206103.0
M35/0225,1572213.0,5204032.0
M35/0232,1568200.0,5206878.0
M35/0244,1567232.0,5204578.0
M35/0249,1566679.0,5204908.0
M35/0252,1566664.0,5204907.0
M35/0256,1567900.0,5206878.0
M35/0266,1564601.0,5201980.0
M35/0271,1568744.0,5206704.0
M35/0294,1563602.0,5206578.0
M35/0297,1565132.0,5199014.0
M35/0298,1569070.0,5198850.0
M35/0323,1562082.0,5204389.0
M35/0329,1568999.0,5200280.0
M35/0333,1563332.0,5203519.0
M35/0339,1567349.0,5202901.0
M35/0340,1567412.0,5201722.0
M35/0344,1569299.0,5200580.0
M35/0362,1567396.0,5206169.0
M35/0365,1568346.0,5205845.0
M35/0370,1568500.0,5205478.0
M35/0371,1564571.0,5205788.0
M35/0372,1566501.0,5206978.0
M35/0374,1568300.0,5206778.0
M35/0375,1568600.0,5207078.0
M35/0376,1569100.0,5205978.0
M35/0377,1565901.0,5204279.0
M35/0378,1564501.0,5204179.0
M35/0379,1563801.0,5204479.0
M35/0380,1563162.0,5205958.0
M35/0381,1567400.0,5205278.0
M35/0382,1567500.0,5201480.0
M35/0383,1566800.0,5206978.0
M35/0384,1565401.0,5198881.0
M35/0385,1565801.0,5198781.0
M35/0386,1565401.0,5198881.0
M35/0387,1565001.0,5199081.0
M35/0388,1565201.0,5198881.0
M35/0389,1565801.0,5198581.0
M35/0390,1562568.0,5199182.0
M35/0391,1561982.0,5203069.0
M35/0393,1564001.0,5203279.0
M35/0394,1568000.0,5198681.0
M35/0395,1566300.0,5199980.0
M35/0396,1567900.0,5199181.0
M35/0397,1568272.0,5200850.0
M35/0398,1569099.0,5200280.0
M35/0399,1561216.0,5203921.0
M35/0400,1569899.0,5199580.0
M35/0405,1577327.0,5207617.0
M35/0408,1573759.0,5205018.0
M35/0409,1573761.0,5204855.0
M35/0424,1574313.0,5206518.0
M35/0443,1576090.0,5207795.0
M35/0444,1577285.0,5207537.0
M35/0445,1571133.0,5202001.0
M35/0450,1573491.0,5202375.0
M35/0455,1570299.0,5203179.0
M35/0460,1570599.0,5204778.0
M35/0470,1572143.0,5203905.0
M35/0473,1575101.0,5206237.0
M35/0474,1576445.0,5207631.0
M35/0475,1575097.0,5206878.0
M35/0480,1576202.0,5201723.0
M35/0496,1572913.0,5200189.0
M35/0499,1574942.0,5201985.0
M35/0520,1573098.0,5201979.0
M35/0522,1575997.0,5201779.0
M35/0523,1575897.0,5201779.0
M35/0527,1575797.0,5200480.0
M35/0529,1574759.0,5203298.0
M35/0546,1574897.0,5203479.0
M35/0550,1573301.0,5204585.0
M35/0555,1575265.0,5206862.0
M35/0556,1574046.0,5205409.0
M35/0566,1571307.0,5202736.0
M35/0567,1571299.0,5201580.0
M35/0568,1571559.0,5200560.0
M35/0569,1570999.0,5203079.0
M35/0570,1570280.0,5200685.0
M35/0571,1571559.0,5199600.0
M35/0572,1571589.0,5199410.0
M35/0573,1572498.0,5198981.0
M35/0574,1577097.0,5207177.0
M35/0582,1563651.0,5192683.0
M35/0642,1563302.0,5193383.0
M35/0675,1564534.0,5194566.0
M35/0680,1566967.0,5192105.0
M35/0684,1563202.0,5193033.0
M35/0685,1563034.0,5193079.0
M35/0686,1562974.0,5193056.0
M35/0687,1562855.0,5193266.0
M35/0688,1562802.0,5193083.0
M35/0689,1562714.0,5193092.0
M35/0690,1567289.0,5192254.0
M35/0691,1566700.0,5192383.0
M35/0692,1566750.0,5192683.0
M35/0693,1566449.0,5192188.0
M35/0694,1558404.0,5180027.0
M35/0695,1566571.0,5193059.0
M35/0696,1565101.0,5196282.0
M35/0697,1563106.0,5195787.0
M35/0698,1567272.0,5195352.0
M35/0699,1568084.0,5196594.0
M35/0700,1566400.0,5197681.0
M35/0706,1571692.0,5193571.0
M35/0710,1572912.0,5198176.0
M35/0724,1571646.0,5197621.0
M35/0732,1573598.0,5196581.0
M35/0733,1574497.0,5196182.0
M35/0737,1572079.0,5197696.0
M35/0745,1572198.0,5195682.0
M35/0746,1572095.0,5195565.0
M35/0750,1572598.0,5195382.0
M35/0751,1571957.0,5195381.0
M35/0756,1571499.0,5193283.0
M35/0758,1572422.0,5197599.0
M35/0785,1572448.0,5195632.0
M35/0788,1572226.0,5197818.0
M35/0812,1572398.0,5196981.0
M35/0813,1572348.0,5196651.0
M35/0820,1574245.0,5197094.0
M35/0824,1575936.0,5197030.0
M35/0831,1571399.0,5196082.0
M35/0832,1571229.0,5196022.0
M35/0833,1575929.0,5197470.0
M35/0834,1571627.0,5196648.0
M35/0847,1572414.0,5197131.0
M35/0865,1571798.0,5196981.0
M35/0871,1571998.0,5196581.0
M35/0872,1572498.0,5197281.0
M35/0892,1572798.0,5198081.0
M35/0902,1573098.0,5195682.0
M35/0903,1572998.0,5195382.0
M35/0904,1571598.0,5196881.0
M35/0905,1570099.0,5194282.0
M35/0906,1570659.0,5196302.0
M35/0907,1570699.0,5197381.0
M35/0908,1570299.0,5197681.0
M35/0909,1572298.0,5197881.0
M35/0911,1545077.0,5184478.0
M35/0914,1548107.0,5184965.0
M35/0915,1547878.0,5184662.0
M35/0920,1540445.0,5186598.0
M35/0921,1541444.0,5183505.0
M35/0922,1543809.0,5184285.0
M35/0923,1549907.0,5183986.0
M35/0924,1545176.0,5184523.0
M35/0925,1542314.0,5185673.0
M35/0930,1545908.0,5186785.0
M35/0931,1549904.0,5185254.0
M35/0936,1542890.0,5185583.0
M35/0937,1545008.0,5185095.0
M35/0938,1545928.0,5185155.0
M35/0939,1549407.0,5183986.0
M35/0940,1541909.0,5186185.0
M35/0941,1544008.0,5185585.0
M35/0942,1547907.0,5184585.0
M35/0943,1548757.0,5184315.0
M35/0945,1550406.0,5183686.0
M35/0950,1551474.0,5183487.0
M35/0951,1551826.0,5183766.0
M35/0952,1552286.0,5183586.0
M35/0957,1560473.0,5184796.0
M35/0959,1558803.0,5187353.0
M35/0960,1557104.0,5186985.0
M35/0962,1551187.0,5187581.0
M35/0963,1550106.0,5183786.0
M35/0964,1550769.0,5183451.0
M35/0970,1549370.0,5181349.0
M35/0974,1544100.0,5182395.0
M35/0977,1548557.0,5182632.0
M35/0978,1547318.0,5180680.0
M35/0982,1545858.0,5180337.0
M35/0983,1547197.0,5182970.0
M35/0985,1548507.0,5180627.0
M35/0991,1548907.0,5180587.0
M35/0993,1546544.0,5180285.0
M35/0998,1548407.0,5183086.0
M35/1000,1545121.0,5180372.0
M35/1001,1548381.0,5182167.0
M35/1002,1546118.0,5183136.0
M35/1003,1548975.0,5178543.0
M35/1004,1547907.0,5182396.0
M35/1005,1548307.0,5182236.0
M35/1006,1549397.0,5182496.0
M35/1007,1547907.0,5180887.0
M35/10114,1568210.0,5198287.0
M35/10115,1568471.0,5198390.0
M35/10116,1568468.0,5198519.0
M35/10118,1568818.0,5198293.0
M35/1012,1548607.0,5180537.0
M35/10120,1568565.0,5198177.0
M35/10122,1568245.0,5198081.0
M35/1013,1549837.0,5181236.0
M35/1014,1548107.0,5180887.0
M35/10149,1542689.0,5182975.0
M35/1015,1548107.0,5180587.0
M35/1016,1549007.0,5180987.0
M35/1017,1549167.0,5181996.0
M35/10179,1562631.0,5197652.0
M35/1018,1547008.0,5180986.0
M35/1019,1549007.0,5180887.0
M35/1020,1549007.0,5180787.0
M35/1021,1548807.0,5180787.0
M35/1022,1545998.0,5180976.0
M35/10222,1557385.0,5195855.0
M35/10233,1571289.0,5194292.0
M35/10238,1557690.0,5196847.0
M35/1025,1558730.0,5180404.0
M35/1027,1553995.0,5179807.0
M35/1029,1556005.0,5180687.0
M35/1034,1560583.0,5179268.0
M35/10358,1559859.0,5193321.0
M35/1036,1559603.0,5178988.0
M35/1037,1559464.0,5179223.0
M35/1038,1559731.0,5179074.0
M35/10385,1569797.0,5199800.0
M35/1039,1559738.0,5179004.0
M35/1041,1559503.0,5179088.0
M35/10415,1553820.0,5201196.0
M35/1042,1541509.0,5199780.0
M35/1045,1556733.0,5180629.0
M35/10479,1568290.0,5198387.0
M35/1048,1560903.0,5178988.0
M35/10486,1568561.0,5197783.0
M35/10489,1568898.0,5197935.0
M35/1049,1558793.0,5179682.0
M35/1050,1558720.0,5179466.0
M35/1051,1558728.0,5180394.0
M35/10518,1556694.0,5181857.0
M35/1052,1555515.0,5180192.0
M35/1053,1557182.0,5182740.0
M35/10559,1561422.0,5203139.0
M35/10569,1568123.0,5198667.0
M35/1058,1558674.0,5182017.0
M35/1059,1553905.0,5179187.0
M35/10593,1559989.0,5194877.0
M35/1060,1559807.0,5179168.0
M35/10617,1578186.0,5181108.0
M35/1062,1559403.0,5180287.0
M35/1063,1560403.0,5178388.0
M35/10632,1570028.0,5190029.0
M35/1064,1556004.0,5182786.0
M35/1069,1556005.0,5179787.0
M35/1070,1554213.0,5180457.0
M35/10702,1567790.0,5197799.0
M35/1071,1553505.0,5183386.0
M35/10742,1557467.0,5182540.0
M35/10751,1549533.0,5181486.0
M35/1076,1551375.0,5180817.0
M35/1079,1558346.0,5180266.0
M35/10794,1555518.0,5180164.0
M35/10795,1556591.0,5180563.0
M35/10801,1546517.0,5184725.0
M35/1083,1553668.0,5180074.0
M35/1087,1555505.0,5178388.0
M35/1090,1553605.0,5183095.0
M35/10908,1574355.0,5204189.0
M35/10925,1556737.0,5182566.0
M35/1093,1551960.0,5180522.0
M35/10947,1569194.0,5197449.0
M35/10953,1569228.0,5197980.0
M35/1096,1556362.0,5180436.0
M35/1098,1559644.0,5179224.0
M35/10980,1547121.0,5194107.0
M35/1099,1552885.0,5181401.0
M35/1100,1559605.0,5180438.0
M35/1101,1560303.0,5179787.0
M35/11013,1550826.0,5182340.0
M35/1102,1558804.0,5178688.0
M35/1103,1559403.0,5178388.0
M35/1104,1550895.0,5178427.0
M35/11047,1559644.0,5178666.0
M35/1105,1550406.0,5181786.0
M35/11059,1550203.0,5183766.0
M35/11060,1561512.0,5203069.0
M35/11073,1566573.0,5198813.0
M35/1109,1558354.0,5179497.0
M35/1110,1559780.0,5181098.0
M35/1111,1560503.0,5182705.0
M35/1112,1557762.0,5182508.0
M35/1113,1551531.0,5183215.0
M35/1115,1555121.0,5183153.0
M35/1116,1554865.0,5181507.0
M35/1117,1551206.0,5181087.0
M35/1118,1551036.0,5181217.0
M35/1119,1555205.0,5181487.0
M35/11199,1571708.0,5197231.0
M35/1120,1556464.0,5182916.0
M35/1121,1559262.0,5181709.0
M35/1122,1560103.0,5182087.0
M35/1123,1557814.0,5182496.0
M35/1124,1557204.0,5181887.0
M35/1125,1554005.0,5181287.0
M35/1126,1552306.0,5180087.0
M35/1127,1552756.0,5178488.0
M35/1128,1558294.0,5179278.0
M35/11283,1544681.0,5194124.0
M35/1129,1555605.0,5180287.0
M35/1130,1557754.0,5182266.0
M35/1131,1559587.0,5179179.0
M35/1132,1550870.0,5181375.0
M35/1133,1550307.0,5181386.0
M35/1134,1550306.0,5181786.0
M35/1135,1550007.0,5181986.0
M35/1136,1550686.0,5181127.0
M35/1137,1552006.0,5179187.0
M35/1138,1554855.0,5179067.0
M35/11381,1556704.0,5191733.0
M35/11382,1557407.0,5191690.0
M35/1139,1568798.0,5204797.0
M35/11424,1558404.0,5191343.0
M35/1143,1550516.0,5181097.0
M35/1144,1550776.0,5181107.0
M35/1146,1555999.0,5179039.0
M35/1151,1549607.0,5182686.0
M35/1152,1551313.0,5181375.0
M35/11567,1549749.0,5202139.0
M35/1159,1572768.0,5193643.0
M35/1160,1573778.0,5205108.0
M35/11642,1557652.0,5178750.0
M35/11693,1574618.0,5203280.0
M35/11701,1560342.0,5200652.0
M35/11709,1555878.0,5200529.0
M35/1171,1575575.0,5185295.0
M35/11713,1574501.0,5203817.0
M35/1173,1571820.0,5189900.0
M35/1175,1572498.0,5187785.0
M35/11762,1555990.0,5192915.0
M35/11859,1553435.0,5182722.0
M35/11908,1571319.0,5197221.0
M35/11910,1571509.0,5197202.0
M35/11936,1544849.0,5194211.0
M35/1195,1567100.0,5188384.0
M35/1196,1568130.0,5188664.0
M35/11975,1572095.0,5189820.0
M35/11995,1562933.0,5180100.0
M35/11996,1553954.0,5182347.0
M35/11997,1554073.0,5182299.0
M35/11998,1554105.0,5182176.0
M35/1201,1568900.0,5188984.0
M35/12017,1561971.0,5193497.0
M35/12018,1561845.0,5191607.0
M35/1223,1570949.0,5189504.0
M35/1224,1570439.0,5188954.0
M35/1246,1575097.0,5194882.0
M35/1252,1575234.0,5192036.0
M35/1255,1570469.0,5189024.0
M35/1257,1570414.0,5188948.0
M35/1268,1571798.0,5189984.0
M35/1283,1572238.0,5189784.0
M35/1297,1573110.0,5191035.0
M35/1305,1571199.0,5188784.0
M35/1336,1570040.0,5190033.0
M35/1340,1562767.0,5184743.0
M35/1341,1562806.0,5184784.0
M35/1342,1563062.0,5184826.0
M35/1344,1568030.0,5184616.0
M35/1345,1560803.0,5185585.0
M35/1351,1568050.0,5184716.0
M35/1352,1566101.0,5186085.0
M35/1358,1568090.0,5186085.0
M35/1362,1568105.0,5186099.0
M35/1363,1568091.0,5186096.0
M35/1364,1566381.0,5187525.0
M35/1366,1566640.0,5184637.0
M35/1371,1563009.0,5184540.0
M35/1375,1566930.0,5186785.0
M35/1376,1566930.0,5186785.0
M35/1379,1568092.0,5186095.0
M35/1382,1562998.0,5184773.0
M35/1385,1566301.0,5185086.0
M35/1400,1564101.0,5185585.0
M35/1413,1564573.0,5185046.0
M35/1416,1563402.0,5186285.0
M35/1423,1566668.0,5185873.0
M35/1424,1565931.0,5187105.0
M35/1425,1565771.0,5186985.0
M35/1434,1565701.0,5186885.0
M35/1451,1563424.0,5186763.0
M35/1455,1563170.0,5186481.0
M35/1460,1567580.0,5187865.0
M35/1462,1566121.0,5187905.0
M35/1463,1566401.0,5187785.0
M35/1473,1566700.0,5187585.0
M35/1474,1566862.0,5187639.0
M35/1475,1568832.0,5184426.0
M35/1476,1568836.0,5184430.0
M35/1481,1564801.0,5185985.0
M35/1484,1565051.0,5187035.0
M35/1490,1565649.0,5183733.0
M35/1491,1564601.0,5184286.0
M35/1495,1564751.0,5184836.0
M35/1546,1574476.0,5184770.0
M35/1554,1577348.0,5184510.0
M35/1571,1572228.0,5186405.0
M35/1590,1576866.0,5185759.0
M35/1603,1571779.0,5185516.0
M35/1606,1577344.0,5184524.0
M35/1611,1572438.0,5187055.0
M35/1619,1571099.0,5186945.0
M35/1649,1564301.0,5185086.0
M35/1650,1564101.0,5185436.0
M35/1651,1567250.0,5187135.0
M35/1653,1564295.0,5185981.0
M35/1656,1576297.0,5184986.0
M35/1671,1566301.0,5186725.0
